sumo_id,from,to,priority,type,speed,lanes,allow,disallow,has_traffic_light,type_clean,length,bearing,start_x,start_y,end_x,end_y
-120829754,1353867616,1161680892,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,0,living_street,178.79408215614578,160.9384258267919,2391.53,2791.33,2449.7,2622.98
-128212082#0,1504407456,12216695771,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,1610.1701707897676,120.29429732568309,4066.55,812.17,5456.73,0.0
-128212082#1,1743329228,1504407456,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,365.33624197443123,120.12537304249747,3750.56,995.53,4066.55,812.17
-128212082#2,603129739,1743329228,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,144.59550584845266,120.12922624111161,3625.5,1068.11,3750.56,995.53
-1323419240,171981640,171981649,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,21.223425736671242,37.53402593316855,1580.71,2056.78,1593.64,2073.61
-1323419241,171981649,171981665,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,80.2264888828047,81.55770692677225,1593.64,2073.61,1666.81,2084.47
-1323419242#0,12216690090,12216690089,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,63.32207277087515,273.55827299484247,1860.15,2333.95,1796.95,2337.88
-1323419242#1,533971689,12216690090,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,16.953170794868864,273.58476704540703,1877.07,2332.89,1860.15,2333.95
-1323419243,533971671,171981816,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,8.706698570641025,38.75230360255057,2318.7,2300.66,2324.15,2307.45
-1323419247,1351126049,171981971,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,75.18418495781302,348.44921094580485,2784.04,2555.17,2769.0,2628.76
-133906979,1161457723,1161457661,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,9.999699995499908,352.7612734962212,3031.93,2942.23,3030.67,2952.15
-133906980,1161457661,1473452979,11,highway.secondary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,34.84397365399057,348.62879553882607,3030.67,2952.15,3023.8,2986.31
-134065887,534718068,1161512966,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,53.71663436210176,324.5990126693197,2776.19,2770.45,2745.14,2814.14
-148716288,1617889899,1617889910,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,69.18220652740138,2.6179806702094766,2588.73,2148.41,2591.89,2217.52
-162276528,12216690089,1161637896,11,highway.secondary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,61.6741153159088,272.9927681859073,1796.95,2337.88,1735.36,2341.1
-162276533#0,4171544009,533971689,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,109.67824668347481,274.78190869942546,1986.09,2323.77,1877.07,2332.89
-162276533#1,1161680941,4171544009,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,15.170202481230596,305.0415277993611,1998.51,2315.06,1986.09,2323.77
-162276533#2,533971671,1161680941,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,351.67947901346486,272.5750449571593,2318.7,2300.66,1998.51,2315.06
-162276631,1741898060,1161637896,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,297.0677959854093,120.60335098792785,1484.97,2489.2,1735.36,2341.1
-16648700,171981816,171981857,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,183.1841566446322,65.14178972702683,2324.15,2307.45,2489.81,2384.2
-169771568,1809293915,914003381,10,highway.tertiary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,201.61933329594564,299.4120959280818,671.9,617.41,496.29,716.41
-169771569#0,1809293909,1809293915,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,53.11876677841529,307.0788624070851,713.9,585.67,671.9,617.41
-169771569#1,1809293893,1809293909,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,139.7171866365863,29.069878257020832,646.63,464.66,713.9,585.67
-169771570#0,171981550,171981640,12,highway.primary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,1053.4283968575076,44.491179695324206,862.55,1325.75,1580.71,2056.78
-169771581#0,1928821710,1809293895,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,49.74649757792537,102.9634249908114,826.44,500.36,873.4,489.55
-169771581#1,1809293917,1928821710,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,225.3687931643867,147.16558639093546,743.26,629.26,826.44,500.36
-169771582,1809293923,1809293930,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,76.41138462297364,359.65507472605805,877.87,644.66,877.41,721.07
-169771597#0,1809293919,1809293932,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,119.85149344479825,33.551850007820576,939.39,632.9,997.85,721.05
-169771597#1,1928872109,1809293919,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,51.43592676738807,22.693026085791757,920.1,586.77,939.39,632.9
-173532317#0,1174876456,1843278778,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,94.27768369523201,137.19019801691695,2289.96,1731.39,2353.96,1662.3
-173532317#1,1171052110,1174876456,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,25.98889762956474,143.60630688720846,2274.54,1752.31,2289.96,1731.39
-173532317#2,1175009463,1171052110,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,256.26652287430755,162.0799335892517,2198.53,1987.36,2274.54,1752.31
-173532317#3,171981765,1175009463,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,100.69178478768397,189.99014135217956,2215.96,2086.31,2198.53,1987.36
-181409668#0,1918395622,4171614496,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,706.9855311226504,141.5794087098634,1349.55,2968.79,1778.19,2428.38
-181409668#1,1918395619,1918395622,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,241.23204698531652,131.97052511182255,1171.19,3129.22,1349.55,2968.79
-181409668#2,629303124,1918395619,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,288.8410950752932,111.19928314810602,902.82,3233.31,1171.19,3129.22
-181409668#3,7386305943,629303124,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,164.15307553175268,162.4712105694748,857.11,3378.03,902.82,3233.31
-206303460#0,1417343746,603129739,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,243.86142396861385,120.30412965722292,3414.96,1191.16,3625.5,1068.11
-206303460#1,1417343744,1417343746,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,123.06335644699456,120.31139873436524,3308.72,1253.27,3414.96,1191.16
-206303460#2,1034186910,1417343744,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,38.2243914274642,120.3082270184832,3275.72,1272.56,3308.72,1253.27
-206303465#0,1351131458,1034186910,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,169.2508825790631,118.88351350075385,3127.62,1354.26,3275.72,1272.56
-206303465#1,1779740058,1351131458,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,295.5706895143697,108.00277893570325,2846.52,1445.61,3127.62,1354.26
-206303465#2,7526674330,1779740058,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,240.31590722011242,108.1552314104938,2618.17,1520.49,2846.52,1445.61
-206303465#3,1171052140,7526674330,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,50.811764385819245,108.62750299553716,2570.02,1536.72,2618.17,1520.49
-206835174#0,171981490,1928893772,12,highway.primary,69.98400000000001,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,287.2159539411721,83.08937680497343,364.23,1148.09,647.56,1182.43
-206835174#1,847835299,171981490,12,highway.primary,69.98400000000001,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,307.9260259190373,47.00163080766697,139.32,938.37,364.23,1148.09
-206835175,171981533,171981550,12,highway.primary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,179.07846848598416,47.064789233349416,733.09,1205.3,862.55,1325.75
-224715833,1174787301,1174787502,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,101.07172754532127,308.0304375237894,3556.62,2373.01,3478.45,2434.15
-224715836,1174787502,1174787539,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,11.902743381254366,324.7477075571777,3478.45,2434.15,3471.58,2443.87
-23887076#0,2904007218,1333238917,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,1129.298640268295,337.13311067108054,2386.42,4377.02,1948.38,5415.68
-23887076#1,9867842524,2904007218,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,130.67293736266578,338.691355951269,2433.89,4255.32,2386.42,4377.02
-23887076#2,9867842518,9867842524,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,66.74654139775883,336.25899512158765,2460.75,4194.25,2433.89,4255.32
-23887076#3,534718089,9867842518,11,highway.secondary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,409.16000817868087,349.42261159957866,2535.65,3793.15,2460.75,4194.25
-282479126,1473452979,1161457771,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,7.8243210568073644,345.64406858141774,3023.8,2986.31,3021.86,2993.89
-282479127#2,171982071,9357796890,12,highway.primary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,100.33440467684724,254.2765884437332,3214.12,2730.24,3117.54,2703.05
-282689975#0,9867717657,1171034263,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,78.65781031731814,259.75469824827906,3700.79,2353.0,3623.72,2339.07
-282689975#1,9868200733,9867717657,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,38.65645871002681,267.8800007612321,3739.42,2354.43,3700.79,2353.0
-282689975#2,1171034567,9868200733,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,79.85741165721328,269.2177311905433,3819.25,2355.52,3739.42,2354.43
-282689975#3,848771547,1171034567,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,46.817758382904415,276.1307140656471,3865.8,2350.52,3819.25,2355.52
-282689975#4,847832031,848771547,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.617892467183275,269.9587354918208,3921.34,2350.56,3865.8,2350.52
-282689981#0,1174787379,847832011,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,110.18449698373442,0.33706108902282494,3157.18,2356.93,3157.82,2465.72
-282689981#1,847832024,1174787379,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,111.45052671634932,2.408481226297056,3152.51,2245.9,3157.18,2356.93
-282689984#0,1172926247,534718068,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,75.70107859205147,297.69226891064596,2843.22,2735.27,2776.19,2770.45
-282689984#1,5851540175,1172926247,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,38.64618643748162,311.2355453909187,2871.81,2710.21,2843.22,2735.27
-282689985#0,1178045758,2866251466,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,120.71378138521068,218.99613636698584,1863.7,2293.45,1791.04,2203.71
-282689985#1,533971689,1178045758,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,41.65170694304016,198.72645038762786,1877.07,2332.89,1863.7,2293.45
-282689986,1171034263,1174787301,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,90.39083473226768,296.8308438940961,3623.72,2339.07,3556.62,2373.01
-282690000,2866251466,171981665,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,175.6448319408643,226.1741319974247,1791.04,2203.71,1666.81,2084.47
-282690560#0,9868200722,848771545,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,117.47317249956885,353.1236327342077,3869.48,2471.5,3855.45,2587.84
-282690560#1,848771547,9868200722,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,121.76846565882488,1.7423001661425133,3865.8,2350.52,3869.48,2471.5
-283490950,1174753067,171981533,12,highway.primary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,30.094240312724263,67.88393710671647,705.21,1193.97,733.09,1205.3
-283490954,1928893772,1174753067,12,highway.primary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,58.84342133596169,78.68051154029285,647.56,1182.43,705.21,1193.97
-283490977#0,171981782,533971671,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,132.59544268819423,6.101460712810876,2304.84,2171.0,2318.7,2300.66
-283490977#1,171981765,171981782,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,123.34605516112822,46.38285820923028,2215.96,2086.31,2304.84,2171.0
-297823017,854706592,3017281216,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,228.58291035293743,96.51678531694671,3419.25,3185.12,3638.89,3160.03
-297823018,3017281201,3017281183,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,295.2297185033204,163.53938184903313,3669.66,3087.43,3716.58,2928.63
-297823020#0,3017281177,9631288166,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,7.004241572076137,164.51529763406825,3728.59,2883.78,3730.46,2877.03
-297823020#1,3017281183,3017281177,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,46.43020383851574,165.0089651535726,3716.58,2928.63,3728.59,2883.78
-297823021,3017281192,3017281201,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,91.59027295515602,343.2408373796074,3696.07,2999.73,3669.66,3087.43
-297823024,3017281218,3017281208,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,163.57307656424345,97.26484921869167,3660.14,3162.35,3784.16,3146.54
-297823025,3017281183,3017281192,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,257.07337510910816,343.9088975191854,3716.58,2928.63,3696.07,2999.73
-336860316#0,1174991662,1175015992,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,175.4959475904398,160.91970990241032,1943.35,1994.08,2000.07,1830.1
-336860316#1,1174985966,1174991662,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.66475193374964,171.97050470576914,1942.0,2003.65,1943.35,1994.08
-336860317#0,1174991677,1174991672,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,122.25376010498987,22.44417269016543,1774.57,1845.14,1821.02,1957.59
-336860317#1,1174895692,1174991677,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,15.850622750831722,25.206895938374203,1767.82,1830.8,1774.57,1845.14
-336860317#2,3439436330,1174895692,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.23121424203461,110.1363034282482,1736.62,1842.24,1767.82,1830.8
-336860318,1174991677,1174895853,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,31.460877512720902,117.3585474111643,1774.57,1845.14,1801.53,1831.19
-336860319,1174895895,1174895726,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,115.64607711350777,261.37310395910345,1927.4,1864.77,1842.9,1851.95
-336860320,1174816242,1174816295,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,59.18138389730329,329.30522017171086,2171.26,1446.97,2141.05,1497.86
-336863927#0,1173126311,1173100607,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,39.271845275837904,199.77107852465343,3432.96,3452.79,3419.84,3416.29
-336863927#1,1173104957,1173126311,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,200.2082014004685,106.2664996651672,3265.2,3501.74,3432.96,3452.79
-336863927#2,1173100704,1173104957,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,37.051626182960234,79.48053733218114,3229.28,3495.07,3265.2,3501.74
-336863927#3,1173104964,1173100704,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,177.23147204445146,109.83882649857321,3084.07,3547.46,3229.28,3495.07
-336863934,1172926257,1172926241,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,72.60551216484043,72.61820050134986,3475.29,2927.95,3544.58,2949.64
-352797377,1171034263,847832024,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,505.44283264938633,258.8154563795397,3623.72,2339.07,3152.51,2245.9
-372606529#0,854706592,1173060728,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,21.67436273573019,27.41626715187664,3419.25,3185.12,3429.23,3204.36
-372606529#1,1172926188,854706592,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,68.96082985787113,33.02386755579687,3381.68,3127.32,3419.25,3185.12
-372606529#2,1173138521,1172926188,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,79.2472897238685,34.62698950514215,3336.67,3062.14,3381.68,3127.32
-372606529#3,1173138504,1173138521,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,109.58374200098642,40.05100957785726,3266.47,2978.63,3336.67,3062.14
-372606529#4,3388075999,1173138504,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,44.57603167622705,44.945467231396776,3234.98,2947.08,3266.47,2978.63
-372606529#5,1173138519,3388075999,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,31.579468013251798,45.12829306708022,3212.6,2924.8,3234.98,2947.08
-372606529#6,1173132972,1173138519,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,43.39634120357351,45.653819771085125,3181.58,2894.48,3212.6,2924.8
-372606529#7,1173132981,1173132972,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,8.635050665746,45.98533394897811,3175.37,2888.48,3181.58,2894.48
-372606529#8,890533910,1173132981,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,81.94338107331599,44.159221049734754,3118.3,2829.71,3175.37,2888.48
-416366112,1173023819,1173023803,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,12.135324470322104,96.3871170257641,2803.66,3004.45,2815.72,3003.1
-416373452,171981942,1171084338,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,71.39983872811199,339.7580277289439,2615.51,2565.54,2590.91,2632.25
-416375813,4171324207,4171324206,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,54.39046699560511,162.5944453099595,3613.72,2708.21,3629.99,2656.31
-416375814,848771524,847832097,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,147.82746192774883,167.5657813192346,3275.81,2609.52,3307.64,2465.16
-416376586,848771521,848771519,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,221.64316127671802,246.96207984623777,3148.26,2566.51,2956.94,2485.15
-416382004,1174816295,4171369860,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,321.9066154840798,29.76708686875969,2141.05,1497.86,2258.63,1703.44
-416405090,4171544026,4171544009,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,610.9690712424477,160.83507115245902,1786.94,2896.78,1986.09,2323.77
-416407592,4171595312,1889447230,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,142.8650531095692,111.9272686033114,800.47,2494.59,933.0,2441.24
-416407775,4171591566,1889447228,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,130.90204496761237,4.263233169591501,688.89,2354.32,696.1,2451.04
-416408930,4171614496,12216690090,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,126.40438094460569,139.0438326271044,1778.19,2428.38,1860.15,2333.95
-416409190,1889447182,4171628481,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,197.9086812249473,10.534664777654655,1074.48,2493.65,1110.52,2687.45
-416409191#0,6676730054,1741898060,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,342.70311417377474,116.60170607558541,1209.95,2626.93,1484.97,2489.2
-416409191#1,4171628481,6676730054,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,117.25847662531281,121.32759600746459,1110.52,2687.45,1209.95,2626.93
-416409192#0,11429800745,1889447228,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.36629537711986,286.2912930283824,749.17,2435.53,696.1,2451.04
-416409192#1,11429800742,11429800745,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,21.76443199350725,273.6617254021625,770.89,2434.14,749.17,2435.53
-416409192#2,11429800740,11429800742,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.3780316975103,273.65878353265776,804.2,2432.01,770.89,2434.14
-416409192#3,11429800738,11429800740,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,3.62729927080742,273.6354529571266,807.82,2431.78,804.2,2432.01
-416409192#4,1889447230,11429800738,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,125.88244573146717,265.67830505496465,933.0,2441.24,807.82,2431.78
-416409192#5,1889447166,1889447230,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,58.64555833364726,253.52801816010975,989.04,2457.81,933.0,2441.24
-416409192#6,1889447197,1889447166,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,44.53706097173459,235.64983094626427,1025.81,2482.94,989.04,2457.81
-416409192#7,1889447182,1889447197,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,50.5276180324409,257.589662011095,1074.48,2493.65,1025.81,2482.94
-416409192#8,1741898060,1889447182,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,412.4025867464784,270.62110217445013,1484.97,2489.2,1074.48,2493.65
-416409664,1889447167,1889447228,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,426.0433343123904,170.0749152047589,643.72,2750.39,696.1,2451.04
-416412034,4171660617,4171660623,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,177.30873104490706,347.9898603574161,2675.53,3158.72,2664.41,3210.99
-416412039,4171660610,4171660612,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,49.93006185257424,328.01783820299073,3601.35,2589.21,3575.03,2631.36
-42762427,258908514,171981857,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,36.71565701198971,249.07120948832804,2524.09,2397.31,2489.81,2384.2
-42762428#0,171982040,4171691536,12,highway.primary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,53.26809564966804,236.40838385975653,2971.69,2657.32,2927.32,2627.85
-42762428#3,10831842158,171982040,12,highway.primary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,122.47078974695114,252.11195084708936,3088.03,2694.87,2971.69,2657.32
-42762428#4,11107612625,10831842158,12,highway.primary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,24.850742443637227,254.526489463112,3111.98,2701.5,3088.03,2694.87
-456644019#0,8298241089,4528991843,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,45.81981312621258,74.6945887669462,933.56,449.96,964.4,458.4
-456644019#1,4528991843,8298241089,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,43.85095440997108,254.6945887669462,964.4,458.4,933.56,449.96
-456644019#2,1258043058,4528991843,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,288.7419386400359,201.86830933703527,1069.25,719.64,964.4,458.4
-463706692,1889447228,4589515277,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,364.83784044512805,271.7399276905436,696.1,2451.04,334.64,2462.02
-463830227,4171317851,4171317850,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,107.47664836658424,270.71361159759414,3389.09,2696.05,3282.31,2697.38
-463830326,1490179152,171982130,12,highway.primary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,primary,133.5420353297045,253.9862405188518,4135.25,2994.73,4006.89,2957.89
-47374664,1171052186,603129608,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,273.5533402431889,26.045967028439918,2553.38,2040.33,2647.45,2232.81
-47374665#1,1171034499,603129610,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,0,living_street,156.35230849403152,173.5947511916513,2597.73,2379.07,2615.09,2224.43
-47374680#0,1174787286,171981782,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.25474948848462,311.11232859504605,2329.67,2149.33,2304.84,2171.0
-47374680#1,1171034472,1174787286,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,228.5376124137704,255.78138854352045,2548.31,2204.73,2329.67,2149.33
-47374680#2,1617889910,1171034472,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,45.41806358707946,253.64391975382426,2591.89,2217.52,2548.31,2204.73
