origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD,cluster
-32978638#0,28319300#3,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-24634414#1,-24634414#0,23166741#2,23166741#5,201201953#0,201201953#2,-173203413#7,-22724699#2,-22724699#1,-201201945#2,-136436468#2,26677213#0,201950259#0,201950259#4,-25117391#2,-25117391#1,-201089420#1,28319300#0,28319300#3",4.1603782765806105,c39882d69c81cd838f6e3cf7cef8e91c23f6d13d9329e458fa3908b1178fe2e3,3295.556040815052,42.85542857142857,9.766807930068923,20.016000000000005,0.6638021430409992,0.1867492767014164,0.1249045405948069,0.6883461827037766,1.1239201093202076,2.427511442961672,2.7309503733318805,1.213755721480836,1.213755721480836,77.6829141118701,2.7309503733318805,0.3034389303702089,2.2358876840391857,8.49629005036585,0.8636363636363636,0.5456951155159918,0.8636363636363636,0.6666666666666666,2
-32978638#0,28319300#3,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-24634414#1,-24634414#0,23166741#2,23166741#5,201201945#0,201201945#1,201201945#2,201201945#3,201201945#7,201201945#8,28319300#0,28319300#3",2.8908558383756673,6449f6474f6878159846774847155d51049308dfbc441fdd1bd0a9161b4a4079,2258.834409928388,43.33200000000001,9.668646565057596,20.016000000000005,0.6110647846486024,0.1499792638935918,0.3658890508633518,0.4841316852430561,1.130881520908843,3.5416496069110366,2.213531004319398,1.3281186025916387,1.3281186025916387,48.91405227418943,2.213531004319398,0.4427062008638796,1.532518329196345,9.296830218141473,0.6129032258064516,0.4112987745689559,0.6129032258064516,0.3333333333333333,3
-32978638#0,306240162#0,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-24634414#1,-24634414#0,23166741#2,23166741#5,201201953#0,40888360#0,22724699#2,173203413#0,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.5744049867553653,7124ad76128b0857feda5d92102ee9d3b25b31bde27bec4415e7583d19690ebe,3281.2416566931993,49.261333333333326,14.398383883670364,70.02,0.8259647632463404,0.3430053850656807,0.2788539521977178,0.3781406627366015,1.1962317897527517,5.180965554707854,1.828576078132184,0.914288039066092,2.133338757820881,50.571188361566534,1.828576078132184,0.0,1.5025321733835582,8.228592351594827,0.4285714285714286,0.4708811173516613,0.7872340425531915,0.25,0
-32978638#0,306240162#0,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-315358245,-202092675.36,-4942389#1,-4942389#0,-136436466,386687242,23166741#0,23166741#2,23166741#5,201201953#0,201201953#2,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",2.761865212026179,21ebf27837de5b839d247b071fffa492471bac7114dde913bfd7de9601e581a1,2899.0872553114946,52.86214285714285,10.840782285952828,70.02,0.9669560202892,0.4711903394614964,0.3723202632155802,0.1072166564734682,1.3230209386228005,5.8639145713375305,1.7246807562757442,0.6898723025102977,3.10442536129634,47.145881836352,1.7246807562757442,0.0,1.327537661136991,9.658212235144168,0.0,0.5677385329625368,0.8518518518518519,0.75,1
-32978638#0,306240162#0,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,32999434#0,24693977#0,24693977#1,315392062#0,201238718#0,201238718#1,201201950#0,-24634411,160314345#1,-24634413#0,201201950#3,-24634414#0,23166741#2,23166741#5,201201953#0,201201953#2,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",4.42766735721831,ed7a2513e2a7c90e172953510a887af2628c7421280c1571135ed223fda0bb77,4047.337838026413,50.60945454545455,11.97871077446074,70.02,0.8515410339434597,0.3750660696742525,0.4764749642692072,0.1484589660565402,1.3242841251050843,4.694443795002024,1.976607913685063,0.9883039568425316,2.4707598921063285,62.0944837677261,1.976607913685063,0.2470759892106328,1.8533396666419144,8.153507643950885,0.5813953488372092,0.5315330287940768,0.8035714285714286,0.5,2
-32978638#0,306240162#0,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,-315358253#2,-315358253#1,-315358253#0,-315358248#1,-160314345#4,-160314345#3,-24634414#1,-24634414#0,23166741#2,23166741#5,201201953#0,201201953#2,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",2.999677557986882,4e7cf485518bd523af8c7ad65ba083f2130bcae89fb7f9a6baa278017b213650,2907.928234831297,50.717571428571425,13.037700607962169,70.02,0.8705991309521132,0.4479943621335744,0.4226047688185386,0.129400869047887,1.236097213038869,5.84608650116369,1.7194372062246146,1.0316623237347688,2.751099529959383,46.61378878374374,1.7194372062246146,0.3438874412449229,1.3315860847407903,9.628848354857842,0.5263157894736843,0.4951391970526517,0.7391304347826086,0.4166666666666667,3
-32978638#0,386687235,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-24634414#1,201201950#4,386687239#0,386687239#1,202092676#0,386687235",1.3826947193564254,2ff2f49166c005b76d8ee2df8226b4c9fc67642985008263a26ad19c88448778,1208.2092193086,44.6664,9.162077967672746,20.016000000000005,0.6287705378090588,0.0490770161390199,0.1707567485447469,0.5492061391261193,1.2346099606518282,5.793698548340628,4.96602732714911,1.6553424423830367,1.6553424423830367,94.7935772507188,2.483013663574555,0.0,2.586746539935554,12.415068317872777,0.8,0.5295701202040916,0.8,0.0833333333333333,0
-32978638#0,386687235,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,-315358253#2,-315358253#1,-315358253#0,-315358248#1,-315358245,-202092675.36,-4942389#1,-4942389#0,386687235",0.6238540916726661,4272837356f644e764538bfd466682b30f6c2120e7cf8f189a5aeea9382f414e,791.9184843837678,50.00400000000001,7.354816055834102e-15,0.0,1.0,0.0,0.8301476746454179,0.0,0.9485768000532062,13.890318532670268,3.788268690728255,1.2627562302427515,3.788268690728255,54.43567478643088,3.788268690728255,0.0,1.69547820580526,18.941343453641274,0.0,0.6843144716350458,0.8333333333333334,0.9166666666666666,1
-32978638#0,386687235,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,-24634414#5,-37386279,-24634413#2,-24634413#1,-24634413#0,201201950#3,201201950#4,386687239#0,386687239#1,202092676#0,386687235",1.7376277364797614,8a7f5024f99a9530c1fa0042814d28898c1add95e79b5b7dd63e51d5d8779a93,1493.3798484918775,45.556,8.562697321041117,20.016000000000005,0.6693270246513329,0.1275490286613811,0.2883258539622398,0.3972683590030157,1.468647796482049,4.687353995749376,4.017731996356608,1.339243998785536,2.008865998178304,99.4262277514963,2.008865998178304,0.0,3.1972899181372343,12.053195989069826,0.7307692307692308,0.6492176383691111,0.8387096774193549,0.75,2
-32978638#0,386687235,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,-24634414#5,-24634414#4,-24634414#3,24634416,-315358253#0,-315358248#1,-160314345#4,-24634417,386687239#1,202092676#0,386687235",1.4566741455401455,82050863f69bb52a65a9f055ad858af36680b7a8d5e859419c28f93c128854c3,1352.0100705712262,44.444,9.225146196832938,20.016000000000005,0.6979738065341079,0.0,0.4092829319911574,0.416571978628104,1.3144126441366044,6.65675514990616,4.437836766604106,1.479278922201369,2.218918383302053,78.6100116607486,3.698197305503422,0.7396394611006845,2.8946206634720792,13.31351029981232,0.625,0.6021332371332372,0.8,0.5833333333333334,3
-32978638#0,399835085#1,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-160314345#2,-160314345#1,-160314345#0,201238718#0,201238718#1,174800513,201201953#0,40888360#0,-22724699#1,201201945#3,201201945#7,201201945#8,201089420#0,315358257#0,315358257#0.43,-612075153#1,-612075153#0,399835085#0,399835085#1",2.7467879160303426,4a954867e3f874fc7315296f3cc79983b8541a9d01b52b6305929f5fd1b242f9,2466.920547240339,42.14057142857144,9.954906787251058,20.016000000000005,0.6435719707941014,0.0402982123838456,0.4135587507793502,0.445072599365768,1.2112685405551644,4.053636835278972,3.242909468223178,1.621454734111589,1.621454734111589,40.18045538493562,2.432182101167383,0.4053636835278972,1.2251603755233362,11.350183138781125,0.5526315789473684,0.5516340292850216,0.7234042553191489,0.5833333333333334,0
-32978638#0,399835085#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,32999434#0,24693977#0,24693977#1,315392062#0,201238718#0,201238718#1,174800513,201201945#0,201201945#1,201201945#2,201201945#3,201201945#7,201201945#8,201089420#0,315358257#0,315358257#0.43,-612075153#1,-612075153#0,399835085#0,399835085#1",2.276006543726201,805d70f0e9773f22b0ce220bfbd1062fa591c6d05df499466e9371b1e1504065,2357.786389695296,47.03866666666667,7.2460720818512865,20.016000000000005,0.8726427139201534,0.0,0.8726427139201534,0.021608631322326,0.900040116103857,4.241266318146968,1.6965065272587871,1.2723798954440904,2.5447597908881807,32.615511274433366,0.8482532636293936,0.4241266318146968,1.1709604761427577,11.451419058996814,0.0,0.5619017582090586,0.7333333333333334,0.75,1
-32978638#0,399835085#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,-24634414#5,-37386279,-24634413#2,-24634413#1,-24634413#0,201201950#3,-24634414#0,23166741#2,23166741#5,201201953#0,40888360#0,-22724699#1,201201945#3,201201945#7,201201945#8,201089420#0,315358257#0,315358257#0.43,-612075153#1,-612075153#0,399835085#0,399835085#1",3.1443863506525713,5bf075b4866c452c8e6a83d2bf0735e9f9d3233dc2169981ff5c886e6cd3cb3a,2766.352144554952,43.10193103448276,9.682245230800532,20.016000000000005,0.6802133613508974,0.2058214667530111,0.3469927154314769,0.3570553044581893,1.4970264166763363,4.337842535202816,3.2533819014021117,1.80743438966784,1.80743438966784,46.29095966021053,2.5304081455349756,0.7229737558671359,1.3738687433789238,10.483119460073471,0.5641025641025641,0.5604581873612839,0.7446808510638299,0.6666666666666666,2
-32978638#0,399835085#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,-24634414#5,-24634414#4,-24634414#3,-24634414#2,-24634414#1,-24634414#0,23166741#2,23166741#5,201201953#0,40888360#0,-22724699#1,201201945#3,201201945#7,-40888359,201089420#0,315358257#0,315358257#0.43,-612075153#1,-612075153#0,399835085#0,399835085#1",2.8975309202154578,db332fbfe6770264bce3d1d448dbf35da7e9ee9f299f92b9a4795cf35714e459,2591.062670596533,42.14057142857144,9.954906787251058,20.016000000000005,0.6727571541194144,0.169116253025426,0.3258867048755514,0.408769057440332,1.4723023348881177,3.85942035037606,3.4734783153384536,1.92971017518803,1.92971017518803,40.83906469263804,1.92971017518803,0.771884070075212,1.286813763849718,10.806376981052969,0.5897435897435898,0.535812481705,0.7391304347826086,0.4166666666666667,3
-32978638#0,447569997#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,168702039#1,-24634414#5,-24634414#4,-24634414#3,-24634414#2,-24634414#1,-24634414#0,-40888350,201950247#7,201950247#8,-315358242#2,-315358242#1,-315358242#0,-129379925,-129379918#1,447569997#0,447569997#1",2.2142289889317857,a1e824c20151d3643b95c26f47f0e1e2434c67ad01dd3f13bf73dff0510b8337,1822.2774578045028,40.43113043478262,10.22325043180027,20.016000000000005,0.4540188092166312,0.0,0.4540188092166312,0.5459811907833686,0.9907608895529258,4.938874682038423,2.1950554142392993,1.0975277071196496,1.6462915606794746,60.79914411990608,2.1950554142392993,0.0,1.7569508065017874,12.621568631875972,0.6176470588235294,0.5426665287768005,0.7804878048780488,0.5833333333333334,0
-32978638#0,447569997#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,-315358253#2,-315358253#1,-315358253#0,-315358248#1,-315358245,-202092675.36,-4942389#1,-4942389#0,-136436466,-315358251#1,-315358251#0,-315358242#2,-315358242#1,-315358242#0,-129379925,-129379918#1,447569997#0,447569997#1",1.214932553294896,616b42d68ab1f1ea75a134d9c4f9ba07b74c8be634fa87c9b8f8a92a09f87b12,1425.120994077807,48.336000000000006,5.651114303353387,20.016000000000005,0.8626658350429374,0.0,0.8626658350429374,0.1373341649570626,0.7650440230409823,9.122032482871589,2.1050844191242124,1.4033896127494747,3.508474031873687,45.68916973020159,2.1050844191242124,0.0,1.3740319670772394,16.8406753529937,0.0,0.5956004254132595,0.8409090909090909,0.8333333333333334,1
-32978638#0,447569997#1,"-32978638#0,32021112#0,168702040#1,168702040#2,-24608846#1,-24608846#0,-160314345#5,-160314345#4,-160314345#3,-160314345#2,-24634413#0,201201950#3,-24634414#0,-40888350,201950247#7,201950247#8,-315358242#2,-315358242#1,-315358242#0,-129379925,-129379918#1,447569997#0,447569997#1",2.6266157867034496,060887496263e5be8b89d64f4686c29c1b1161c891dc293e47179223f7acea17,2081.96510387737,40.43113043478262,10.22325043180027,20.016000000000005,0.4559610557682127,0.0630096275379385,0.2896677269355111,0.6473226455265502,0.937874064478994,5.283469919603375,2.8818926834200225,1.4409463417100112,0.9606308944733408,68.31429198528217,2.8818926834200225,0.4803154472366704,2.0073289348445367,11.04725528644342,0.6944444444444444,0.4903154777468483,0.7027027027027026,0.1666666666666666,2
-32978638#0,447569997#1,"-32978638#0,32021112#0,168702040#1,168702040#2,168702040#3,168702040#4,-315358253#2,-315358253#1,-315358253#0,-315358248#1,-160314345#4,-160314345#3,-24634414#1,-24634414#0,-40888350,201950247#7,201950247#8,-315358242#2,-315358242#1,-315358242#0,-129379925,-129379918#1,447569997#0,447569997#1",2.135896230342389,e00407ec34d872739d05465a145a54584187685781f665924f84b93524b76c1d,1807.565302759271,42.498,9.898619666617558,20.016000000000005,0.5073096021131319,0.0,0.5073096021131319,0.492690397886868,0.9478565945986356,6.085533940714819,2.7661517912340083,1.659691074740405,1.659691074740405,61.39950412476986,2.7661517912340083,0.5532303582468017,1.7427660661037792,13.27752859792324,0.4516129032258065,0.5272771202114114,0.725,0.25,3
-37386279,201956820,"-37386279,-24634413#2,-24634413#1,160314345#2,24634414#2,24634416,315358253#1,315358253#2,168702039#1,32999434#0,201089423#0,201089423#2,32124744,32124743,285716192#0,285716192#0.83,201963535,104010354,124812857#0,201956819#0,201956820",2.093572418168131,b00109231fc84754c49bfe2e69ccc76df870b2ff914f372a6c63dcb04ca3d0f9,1773.1241379101457,46.191428571428574,8.05391614415887,20.016000000000005,0.7672220174495421,0.0,0.6237919813932195,0.3762080186067806,0.8487788774548808,3.9478341365598904,1.127952610445683,0.0,3.383857831337049,59.73058625005455,1.127952610445683,0.0,1.8493076115520344,11.84350240967967,0.5,0.5845306839625022,0.8055555555555556,0.8333333333333334,0
-37386279,201956820,"37386279,24634414#5,24634414#5.51,32999434#0,201089423#0,201089423#2,32124744,32124743,285716192#0,285716192#0.83,201963535,104010354,124812857#0,201956819#0,201956820",1.0171403190505863,d78ab95c199b88e9d5fa9e89e44565f4dbc5aabf2d3bcd194e569f361c4256b8,1041.8896461971094,47.33520000000001,7.042945357894361,20.016000000000005,0.9372678386820192,0.0,0.8418141557368153,0.1581858442631846,0.4366493138358572,6.7185618223100265,0.9597945460442896,0.0,4.798972730221447,36.767124038523214,0.9597945460442896,0.0,1.1212005611849842,14.396918190664342,0.0,0.4917419096324859,0.8787878787878788,0.0833333333333333,1
-37386279,201956820,"-37386279,-24634413#2,-24634413#1,-160314345#1,-160314345#0,-315392062#4,-24693977#1,-24693977#0,201089423#0,201089423#2,32124744,32124743,285716192#0,285716192#0.83,201963535,-104010328,-25145013#0,653473569#5,164051413,124812857#0,201956819#0,201956820",2.0538841598554467,f74179db6f5b95d08cf6553e047183d54d9796029ef57dc7b4b1d21e91f1765e,1810.6172672578523,46.36472727272728,7.901736675788845,20.016000000000005,0.8090952940927234,0.0,0.6403039418728652,0.3596960581271348,1.088352992696852,6.075276204926127,2.761489184057331,0.5522978368114662,2.761489184057331,68.68535141760123,2.761489184057331,0.0,1.8884116584719195,12.150552409852256,0.6296296296296297,0.5690463332488727,0.7777777777777778,0.6666666666666666,2
-37386279,201956820,"-37386279,-24634413#2,-24634413#1,-160314345#1,-160314345#0,-315392062#4,-24693977#1,-24693977#0,201089423#0,201089423#2,32124744,32124743,285716192#0,285716192#0.83,201963535,104010354,124812857#0,201956819#0,201956820",1.8132794082355763,9bd942b6bd91a11138aa2ebea64fb136641569bbd149a105bca3b5dc72c2e1d8,1574.3920551718825,45.7901052631579,8.38377982836658,20.016000000000005,0.780451536336824,0.0,0.7172828969720045,0.2827171030279954,1.0581514506206826,5.716492261527219,1.2703316136727154,0.0,3.1758290341817883,56.646045984024255,1.2703316136727154,0.0,1.6420368709367583,12.068150329890797,0.5217391304347826,0.5426788557063138,0.71875,0.3333333333333333,3
-399835085#0,201238729#3,"-399835085#0,612075153#0,612075153#1,-315358255#4,-286646456#2,224892361#1,224892361#2,224892361#3,224892361#7,-170018165#0,137133006#0,137133006#1,201238729#1,201238729#2,201238729#3",0.8097515780477782,520c2f84f0a4135c53ac8f6698b6b1e7a185fb427843da394edfd8e88ef6acd3,1490.527934822567,58.66320000000001,19.95179105171836,50.004000000000005,0.9419355795407308,0.2876335471048717,0.654302032435859,0.0341815377232689,1.1356018312489362,6.038129034509751,2.683612904226556,0.0,2.683612904226556,52.71070154048672,2.012709678169917,0.0,1.3364486460376497,10.063548390849585,0.0,0.5398706491143467,0.7857142857142857,0.375,1
-399835085#0,201238729#3,"-399835085#0,612075153#0,612075153#1,-315358255#4,-224892339#3,-224892361#2,-224892361#1,-286646456#0,-224251774#1,-224251774#0,224251776#0,-170018165#3,-170018165#2.164,-170018165#2.210,-170018165#1,-170018165#0,137133006#0,175770996#0,201238729#3",1.1451883366172535,63336fc247390b138f1f7cb94f7ebce53f17e14d79b89e60ab9efd3576aba966,1725.33996811285,62.10378947368421,19.316414181780875,70.02,0.9498379204601124,0.230241532747384,0.6256506477497268,0.1234753038595886,1.4016850522925632,9.8531305795891,3.477575498678505,0.5795959164464175,2.31838366578567,63.51721235733211,2.31838366578567,0.5795959164464175,1.546987621277656,11.012322412481932,0.7407407407407407,0.5585248240710425,0.8823529411764706,0.75,2
-399835085#0,201238729#3,"-399835085#0,612075153#0,612075153#1,-315358255#4,-224892339#3,224892361#3,224892361#7,-170018165#0,137133006#0,137133006#1,201238729#1,201238729#2,201238729#3",0.8487551544313344,b11b095f35b52dd7a539e0cdaa2b6c6b051d19b9d4b3e7216e0a8e1887fe4510,1445.6919485463038,53.075076923076935,17.975241280075302,50.004000000000005,0.9401347978725,0.2965540739042046,0.5314625509681005,0.147359800293585,1.3442502787158446,4.841972044624552,4.1502617525353305,0.6917102920892217,2.0751308762676652,51.81640314860748,2.0751308762676652,0.6917102920892217,1.2962474584230026,8.992233797159884,0.25,0.5227987516076664,0.7692307692307692,0.125,3
-40888351#2,32978638#0,"40888351#1,-26677416#7,26677539,-201950250#1,-201950250#0,-26677214#5,26677216#0,26677216#1,26677216#2,26677216#3,23166741#5,-174800513,-201238718#1,-201238718#0,-315392062#4,-24693977#1,-24693977#0,-32999434#1,32999110#0,402600768#0,402600768#1,51857517#0,51857517#0.33,51857517#1,51857518#1,32978638#0",3.216894590809686,8a82acdf2e40c0c05e3e624b8a8c7bf92d49ca3be8ec068fb24c466088efade1,2446.4041501538672,42.30553846153846,9.930716990150389,20.016000000000005,0.581446658005985,0.0772891377256543,0.5041575202803306,0.418553341994015,1.236729120214111,4.496395249864235,1.635052818132449,0.8175264090662245,2.4525792271986737,78.75371001580613,1.635052818132449,0.4087632045331122,2.3821789239293496,10.627843317860918,0.8095238095238095,0.6952782683050364,0.851063829787234,0.6666666666666666,0
-40888351#2,32978638#0,"40888351#1,40888351#3,129379925,315358242#0,315358242#1,315358242#2,315358242#3,315358251#1,136436466,4942389#0,4942389#1,202092675,315358245.27,315358248#0,315358253#0,315358253#1,315358253#2,402600768#0,402600768#1,51857517#0,51857517#0.33,51857517#1,51857518#1,32978638#0",1.3091319033012772,026e59bdd796baef935d29abe09c2d5ff732de9db69a8e897373f2ca05ac42d3,1306.8613111590512,48.336000000000006,5.651114303353387,20.016000000000005,0.9111594551802888,0.0,0.9111594551802888,0.088840544819711,0.6850963360348328,8.417113511642743,2.2955764122662026,0.7651921374220675,3.06076854968827,48.05658347079212,2.2955764122662026,0.0,1.2725523997112105,18.36461129812962,0.0,0.6086325007713186,0.86,0.1666666666666666,1
-40888351#2,32978638#0,"-40888351#2,-40888351#0,-201950250#2,-201950250#1,-201950250#0,-26677214#5,26677216#0,26677216#1,26677216#2,26677216#3,23166741#5,-174800513,201201950#0,-24634411,-160314345#0,-315392062#4,-24693977#1,-24693977#0,-32999434#1,32999110#0,402600768#0,402600768#1,51857517#0,51857517#0.33,51857517#1,51857518#1,32978638#0",3.466146833103292,2b4ae00b079cf786a4705ed72e692fe0092d36882af063eba5116cec59bfa144,2530.7736234920217,41.108,10.135495585773338,20.016000000000005,0.4926782480625146,0.107943381373483,0.3847348666890317,0.5073217519374853,1.217140144678678,4.346497014941201,2.765952645871674,1.185408276802146,2.370816553604292,86.34739152229288,2.765952645871674,0.3951360922673819,2.4510260025773554,10.668674491219312,0.8409090909090909,0.6953854486124226,0.8478260869565217,0.75,2
-40888351#2,32978638#0,"40888351#1,40888351#3,129379925,315358242#0,315358242#1,315358242#2,315358242#3,315358251#1,386687242,23166741#0,24634414#0,24634414#1,24634414#2,24634414#3,24634414#4,24634414#5,24634414#5.51,32999110#0,402600768#0,402600768#1,51857517#0,51857517#0.33,51857517#1,51857518#1,32978638#0",2.060878491065252,e63c81911f0da5e61888de1dd6d39d3ff92a9d78a50a24945ca55a7fcf3db87e,1733.5597916942177,42.79823999999999,9.80579733830962,20.016000000000005,0.6557662085904447,0.0365066457865943,0.5368591888938641,0.3442337914095554,1.366623628036369,6.345324835464509,2.8842385615747768,1.1536954246299107,1.730543136944866,58.47107275039121,2.8842385615747768,0.5768477123149554,1.6880488037455232,14.421192807873885,0.5588235294117647,0.6641011815651464,0.84,0.5,3
-40888356#6,306240162#0,"-40888356#6,22724699#7,137132998,201143840,201234440,-379510292,-28319300#2,201089420#0,315358257#0,315358257#0.43,-315358255#4,-224892339#3,224892361#3,224892361#7,170018165#1,170018165#2,170018165#2.175,306240162#0",2.16763080061706,2697c5ce5e4d1ca2019a5146f47b92bcea5db6c3ad91514d4850baba6ce76559,2170.1637908874436,50.554,17.981816344819666,50.004000000000005,0.7429499444843274,0.0,0.6173851818461094,0.3826148181538908,1.0818736958088029,3.2255629871777995,1.8431788498158856,0.4607947124539713,1.382384137361914,54.64775560884546,0.9215894249079428,0.4607947124539713,2.345635563540296,8.294304824171485,0.7931034482758621,0.6359526728673038,0.9411764705882352,0.25,0
-40888356#6,306240162#0,"-40888356#6,-22724699#6,-22724699#2,-22724699#1,201201945#3,201201945#7,201201945#8,201089420#0,315358257#0,315358257#0.43,-315358255#4,-286646456#2,-286646456#0,-224251774#1,-224251774#0,224251776#0,306240162#0",1.6285302001299629,b2304a798f6014850603408bcea84438bf9e90d5285794fbe7d8e7baffc62c37,1744.9354662269286,56.46705882352942,17.6555462407376,50.004000000000005,0.818571879245642,0.0,0.7552986158879612,0.2447013841120389,0.8971905870572479,4.011609675821473,1.1461741930918494,0.0,1.719261289637774,61.73765236801755,1.1461741930918494,0.0,1.8860247797199263,9.74248064128072,0.0,0.6459641689224266,0.9473684210526316,0.4166666666666667,1
-40888356#6,306240162#0,"-40888356#6,22724699#7,137132998,201143840,201234440,-379510292,-28319300#2,-201201945#8,-201201945#7,-201201945#6,22724699#0,22724699#2,173203413#0,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.159994686998314,8f9c7d018bcd6eb05208f94362b5fa1317c313556866ce0b3e85c6d1c7a46fc7,2768.525755524694,47.39165217391305,16.582249651657083,70.02,0.7385668432088731,0.2482522499098106,0.3775776478970925,0.374170102193097,1.3187444381313234,3.2508276226219577,1.4448122767208702,0.7224061383604351,1.4448122767208702,75.24769728043096,1.4448122767208702,0.0,2.992378961442547,8.307670591145003,0.9473684210526316,0.7102018638396348,0.95,0.7916666666666666,2
-40888356#6,306240162#0,"-40888356#6,22724699#7,137132998,201143840,201234440,-379510292,-28319300#2,201089420#0,315358257#0,315358257#0.43,-315358255#4,-224892339#3,-224892361#2,-224892361#1,-286646456#0,-224251774#1,-224251774#0,224251776#0,306240162#0",1.876602943693306,a96354f648abcaeb2ce5f85688b2a7f6f6ffab3323ac5be6e50cbe68fa38adc0,1824.653120075221,54.20463157894736,20.362741455387273,50.004000000000005,0.6942757410774474,0.0,0.5449344233821675,0.4550655766178325,0.9771945863624364,3.8363456171392327,2.192197495508133,0.5480493738770332,1.6441481216310998,51.789142012766085,1.6441481216310998,0.5480493738770332,1.9721881212583472,10.412938103663633,0.6153846153846154,0.6252916195816804,0.9333333333333332,0.1666666666666666,3
-40888356#6,386687235,"-40888356#6,-22724699#6,-22724699#2,-22724699#1,-201201945#2,-201201945#1,-201201945#0,-201201945#0.78,-174800513,201201950#0,-24634411,160314345#1,160314345#2,-24634414#1,201201950#4,386687239#0,386687239#1,202092676#0,386687235",2.369276508299504,74215a2fb3deb6846dccc1f655c42b732cabd3a1350eadeb1392e50ecaca110a,1780.1142529855124,42.62968421052632,9.919822069711577,20.016000000000005,0.4725844125568467,0.08055387356824,0.1732491443939304,0.5894384385672113,1.1086609606721836,1.6852850849143872,3.9323318648002368,1.1235233899429249,1.6852850849143872,46.01452407727201,2.2470467798858498,0.0,1.5662011417262471,10.673472204457786,0.3181818181818182,0.3900080222807496,0.5714285714285714,0.0833333333333333,0
-40888356#6,386687235,"-40888356#6,-22724699#6,-22724699#2,-22724699#1,-201201945#2,-201201945#1,-201201945#0,-201201945#0.78,-174800513,201201950#0,201201950#1,201201950#2,201201950#3,201201950#4,386687239#0,386687239#1,202092676#0,386687235",1.511942703647334,c1e2e95d4d53e4d2bfcea0229466ff6ccee1ee601207c0d06699ce0da2d8a7f8,1409.9326705426236,46.668000000000006,7.675785608384485,20.016000000000005,0.7754641983341354,0.2805049959272327,0.2187361692487693,0.3028429177455585,1.3713873324482897,0.7092537260060384,3.546268630030192,0.7092537260060384,2.1277611780181154,36.75355315052378,1.4185074520120768,0.0,1.2405036107415324,12.766567068108692,0.0,0.4080623082135962,0.6551724137931034,0.5833333333333334,1
-40888356#6,386687235,"-40888356#6,-22724699#6,-22724699#2,-22724699#1,-201201945#2,-201201945#1,-201201945#0,-201201945#0.78,-174800513,201201950#0,-24634411,160314345#1,-24634413#0,201201950#3,201201950#4,386687239#0,386687239#1,202092676#0,386687235",2.4443446925206365,362de62063d7132a9d6930516daddb079558caba0f0d43b416bca5061b2971fe,1866.319085001281,43.68315789473685,9.558979729745442,20.016000000000005,0.5210460001660753,0.1471232579792898,0.1652468078645667,0.5381120303036492,1.197052341808954,1.6074421700498982,3.750698396783096,1.0716281133665988,1.6074421700498982,46.43033438393477,2.1432562267331976,0.0,1.6420468949406704,10.180467076982689,0.2380952380952381,0.398824722821588,0.6206896551724138,0.3333333333333333,2
