sumo_id,from,to,priority,type,speed,lanes,allow,disallow,has_traffic_light,type_clean,length,bearing,start_x,start_y,end_x,end_y
-36292142#1,423405335,1687165253,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,93.63042698767086,136.99134130938546,2844.59,3269.25,2908.44,3200.8
-36292142#2,423406178,423405335,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,75.14539573387079,134.68190305265693,2791.16,3322.09,2844.59,3269.25
-36292324,423389695,423406178,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,90.0641418994866,212.3289816240683,2837.43,3395.2,2791.16,3322.09
-36292768#0,8766045849,423389702,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,284.93160230213164,223.5073619057559,2965.23,3600.13,2805.07,3431.4
-36292768#1,3974640348,8766045849,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,134.6209077711044,181.59526592745794,2968.88,3731.19,2965.23,3600.13
-36292830#0,423411199,3974640348,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,15.737784673407992,221.3302294144113,2979.24,3742.97,2968.88,3731.19
-36292830#1,423413660,423411199,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,386.348152842037,197.32674111678162,3058.71,3997.7,2979.24,3742.97
-36293029#0,5327152041,1078560165,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,100.21225105149131,337.3172355188802,2768.19,5335.77,2729.55,5428.22
-36293029#1,1687124699,5327152041,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,1322.1463548532856,339.48051592467965,3216.31,4138.46,2768.19,5335.77
-36293283#0,1687124670,1687124698,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,211.0876880493713,19.270420819466267,3182.6,4637.56,3252.17,4836.55
-36293283#1,11510936199,1687124670,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,142.37481673774403,338.8186504997337,3232.51,4508.76,3182.6,4637.56
-36293459#0,1687124829,430939369,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,172.9550897692733,282.57596382986344,3702.36,3578.85,3533.86,3616.44
-36293459#1,423422179,1687124829,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,50.647721617097,286.31142220190486,3750.03,3564.9,3702.36,3578.85
-36293459#10,430894463,430894386,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,31.346637622131873,286.7465251929383,4063.59,3447.45,4033.58,3456.48
-36293459#2,423422182,423422179,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,20.51289594377145,303.52738389478105,3767.13,3553.57,3750.03,3564.9
-36293459#3,9442787168,423422182,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,87.56681633069383,300.71808556342256,3842.09,3509.03,3767.13,3553.57
-36293459#4,9442787165,9442787168,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,20.927400698605332,293.7845782422738,3861.24,3500.59,3842.09,3509.03
-36293459#5,423422147,9442787165,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,31.27485435835259,293.77833656110477,3889.86,3487.98,3861.24,3500.59
-36293459#6,9442787182,423422147,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,50.48194606299211,291.0464791596549,3936.95,3469.86,3889.86,3487.98
-36293459#7,9442787141,9442787182,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,24.156630639507206,283.7942231091575,3960.37,3464.11,3936.95,3469.86
-36293459#8,430894385,9442787141,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,64.68344849826883,275.98488122483604,4024.66,3457.37,3960.37,3464.11
-36293459#9,430894386,430894385,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,8.964290267500326,275.6978734619362,4033.58,3456.48,4024.66,3457.37
-36293752#0,9790999492,423422147,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,25.609986333459734,201.365187268457,3899.19,3511.83,3889.86,3487.98
-36293752#1,9790999494,9790999492,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,5.33521321036027,201.32279245768285,3901.13,3516.8,3899.19,3511.83
-36293752#2,9790999489,9790999494,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,31.888588868119918,201.35098024765315,3912.74,3546.5,3901.13,3516.8
-36293752#3,9790999490,9790999489,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,4.936000405186436,201.26252602086362,3914.53,3551.1,3912.74,3546.5
-36293752#4,9790999487,9790999490,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,28.636930701456127,201.35928106214473,3924.96,3577.77,3914.53,3551.1
-36293752#5,9790999485,9790999487,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,41.732637108143464,201.345051739203,3940.15,3616.64,3924.96,3577.77
-36293752#6,9442787175,9790999485,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.639690663971013,201.36642569866854,3950.22,3642.38,3940.15,3616.64
-36293752#7,423422155,9442787175,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,45.4912134373222,201.34767438148626,3966.78,3684.75,3950.22,3642.38
-36294081#0,2513116265,2513116050,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.619692604491,187.2872758319348,4178.95,3877.19,4175.45,3849.82
-36294081#1,3974640360,2513116265,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,39.87024579808847,180.20118826596595,4179.09,3917.06,4178.95,3877.19
-36294081#2,2513116012,3974640360,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,7.200062499729007,180.23873103309685,4179.12,3924.26,4179.09,3917.06
-36294081#3,2513116083,2513116012,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,36.784741401836605,173.66324840896596,4175.06,3960.82,4179.12,3924.26
-36294081#4,3340881714,2513116083,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,355.8188979903526,200.53529662956024,4296.37,4284.67,4175.06,3960.82
-36294383#0,423429428,423427964,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,37.736202776644106,194.15776528094491,4384.91,3290.82,4375.68,3254.23
-36294383#1,3400032680,423429428,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,22.875128719948314,176.5067006579054,4383.52,3313.59,4384.91,3290.82
-36294383#10,423436157,2513116184,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,188.32472117234752,207.07135760023976,4646.45,4061.96,4560.77,3894.32
-36294383#2,9719060069,3400032680,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,43.02233749969341,155.71132400946203,4366.06,3352.28,4383.52,3313.59
-36294383#3,9719060064,9719060069,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,48.403260220774555,144.36599911884048,4337.86,3391.62,4366.06,3352.28
-36294383#4,3340881534,9719060064,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,106.16272636872625,149.29925454250747,4284.07,3482.21,4337.86,3391.62
-36294383#5,423436101,3340881534,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,47.22605067634937,172.02629753142662,4277.53,3528.9,4284.07,3482.21
-36294383#6,6333709080,423436101,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,206.6515010894584,162.03273251562234,4214.43,3723.48,4277.53,3528.9
-36294383#7,423436118,6333709080,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,149.14723430877274,187.1442633458307,4231.88,3862.7,4214.43,3723.48
-36294383#8,3974640355,423436118,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,5.804980620122232,279.21892613810655,4237.61,3861.77,4231.88,3862.7
-36294383#9,2513116184,3974640355,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,656.5933288827973,264.24833273873355,4560.77,3894.32,4237.61,3861.77
-36933126#0,429478913,429478908,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,86.17489540690792,197.38338226399745,3697.97,2163.64,3672.23,2081.42
-36933126#1,9719107988,429478913,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,105.14339384538326,215.14097368122205,3758.37,2249.45,3697.97,2163.64
-36933126#2,429478936,9719107988,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,179.3220698508067,245.98529561508306,3913.06,2318.37,3758.37,2249.45
-36933151#0,5779266071,429478889,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,102.33536351772513,316.83743399835294,3551.53,2143.46,3483.04,2216.49
-36933282#0,3974640274,429482301,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,60.59415195226431,219.60540244254574,3532.7,2340.16,3494.15,2293.57
-36933282#1,429482304,3974640274,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,129.39947781731018,218.48206492809746,3613.21,2441.44,3532.7,2340.16
-36933306,429482525,429482526,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,141.52222645383938,129.843470958107,3566.84,2540.71,3675.33,2450.18
-36933307#0,429482526,423348293,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,40.35271118524718,218.95473322400576,3675.33,2450.18,3649.96,2418.8
-36933307#1,429483201,429482526,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,35.26640327563912,221.8736982643206,3698.87,2476.44,3675.33,2450.18
-36933307#2,429483203,429483201,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,66.57407678668957,219.85075007667118,3741.53,2527.55,3698.87,2476.44
-36934835#0,3974640296,429498763,10,highway.tertiary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,69.89190491365764,40.40522959147722,3631.17,2774.18,3676.37,2827.28
-36934835#1,3398666969,3974640296,10,highway.tertiary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,78.2316740116255,45.3936368406836,3575.48,2719.25,3631.17,2774.18
-36935320#0,2631123569,429504429,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,76.67373065589332,164.13551563601527,3352.5,2803.93,3373.24,2730.95
-36935320#1,429504646,2631123569,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,139.6458020337531,140.69009165820336,3265.3,2910.43,3352.5,2803.93
-36936200,441267991,429498811,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,34.21695754481205,352.61364729742894,3604.66,2895.11,3600.29,2928.82
-36936220,429513955,429498763,10,highway.tertiary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,118.68194436363676,203.3752221302631,3723.18,2935.58,3676.37,2827.28
-36936288,429483726,429514401,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,202.113796589481,241.15463358075903,3775.82,2752.76,3641.63,2678.85
-36936392#0,3400054744,429515241,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,5.547340339418581,102.70810156401262,3921.6,2792.86,3927.01,2791.64
-36936392#1,429515276,3400054744,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,80.95988799911305,103.21742021115824,3842.79,2811.37,3921.6,2792.86
-36936749#0,1663642191,429518008,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,35.364154161293804,345.0803670068514,4329.32,2298.51,4320.45,2331.8
-36936749#1,429520292,1663642191,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,74.99151333523945,354.5822524661738,4336.36,2224.28,4329.32,2298.51
-36936749#2,429520294,429520292,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,110.49777908201939,23.01331782225725,4293.18,2122.62,4336.36,2224.28
-36936749#3,429520296,429520294,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,44.08963227158982,15.641243046069519,4281.32,2080.26,4293.18,2122.62
-36936749#4,429520299,429520296,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,170.33689981404635,3.1865531792087154,4271.86,1910.34,4281.32,2080.26
-36936749#5,3262396875,429520299,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,138.44852964972353,37.37438224630989,4191.06,1804.56,4271.86,1910.34
-36936997#0,2466457128,2466457229,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,826.2612174463801,344.5035960446655,4812.82,473.07,4593.08,1265.62
-36936997#1,429522909,2466457128,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,488.06216146124615,347.84876220443795,4914.68,0.0,4812.82,473.07
-36950439#0,3974640308,429653586,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,179.1592616356754,263.02056216295756,4470.19,2980.29,4292.36,2958.52
-36950439#1,429653976,3974640308,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,26.522781548148995,263.53996283919474,4496.42,2983.26,4470.19,2980.29
-36950447#0,429654068,429654069,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,22.30426216695305,287.01952174328477,4898.03,2711.22,4876.73,2717.74
-36950447#1,4980006045,429654068,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,12.363438033169153,290.1058462391207,4909.64,2706.97,4898.03,2711.22
-36950506#0,429655322,429654069,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,52.79871590574487,81.02000240283178,4824.84,2709.54,4876.73,2717.74
-36950506#1,960161525,429655322,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,123.88561096419377,77.14612472679175,4704.06,2681.98,4824.84,2709.54
-36950506#2,9719107956,960161525,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,63.910134617474704,76.63781900881656,4641.88,2667.21,4704.06,2681.98
-36950506#3,429655324,9719107956,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,20.93019350125533,78.22836115590695,4621.39,2662.94,4641.88,2667.21
-36950518#0,430912567,429653586,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,93.88532654737021,194.65348106794548,4316.11,3049.35,4292.36,2958.52
-36950518#1,9719107937,430912567,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,44.133042328729324,196.00781346471953,4328.28,3091.77,4316.11,3049.35
-36950525,621153280,1697857756,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,38.47088509509538,79.04640903162027,4174.65,2903.65,4212.42,2910.96
-36950657#0,3750151720,429655333,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1,residential,177.74719521336948,196.0777226258708,4485.61,2786.61,4437.02,2618.02
-36950657#1,429655343,3750151720,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,97.92709584111772,189.80637882257366,4502.21,2882.65,4485.61,2786.61
-37049908,430920519,430894463,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,138.50171044982682,7.951666082599843,4044.43,3310.28,4063.59,3447.45
-37051625#0,430912564,430912563,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,95.27430440453334,291.83275964495607,4021.25,3150.09,3933.04,3185.43
-37051625#1,9790998983,430912564,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,85.37204337838332,292.2899653416959,4100.24,3117.71,4021.25,3150.09
-37051625#2,430912565,9790998983,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,82.78089412055492,295.8468316176293,4174.41,3081.78,4100.24,3117.71
-37051872#0,9442787176,430894386,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,157.42207433246458,179.58156590033832,4032.49,3605.73,4033.58,3456.48
-37051872#1,430918670,9442787176,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,43.50139537991869,198.84312644733137,4046.54,3646.9,4032.49,3605.73
-37052277#0,3340881355,430920519,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,19.640309151070635,8.963526750578637,4041.37,3290.88,4044.43,3310.28
-37052277#1,3340881343,3340881355,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,17.212556463233597,7.880602960520207,4039.01,3273.83,4041.37,3290.88
-37052277#2,9790998977,3340881343,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,67.66588874758096,8.164829241994767,4029.4,3206.85,4039.01,3273.83
-37052277#3,430912564,9790998977,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,57.34248526865626,8.171081398784793,4021.25,3150.09,4029.4,3206.85
-37052381#0,3340881396,3340881368,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.00015151480378,194.4236557406425,4006.3,3351.32,3998.08,3319.36
-37052381#1,3340881457,3340881396,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,78.18398191275513,191.06237387397138,4021.28,3427.94,4006.3,3351.32
-37052381#2,430894385,3340881457,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,29.625853251921143,186.55164585286266,4024.66,3457.37,4021.28,3427.94
-37053056#0,430929444,430929448,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,26.890897604997303,138.73139699915953,3114.41,3431.85,3129.03,3415.19
-37053056#1,430929448,430929444,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,22.165288177689124,318.73139699915953,3129.03,3415.19,3114.41,3431.85
-37053056#2,3583021207,430929448,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,71.79333084735426,326.54038182766243,3168.57,3355.36,3129.03,3415.19
-37053056#3,3583021203,3583021207,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,111.22002536831069,312.5897381698032,3250.27,3280.26,3168.57,3355.36
-37053056#4,430929475,3583021203,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,89.46622708924676,290.95525939192186,3332.47,3248.78,3250.27,3280.26
-37053056#5,430929490,430929475,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,113.88789052392137,287.91060870191484,3439.99,3214.03,3332.47,3248.78
-37053056#6,430929493,430929490,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,18.82105469945844,267.28961696885307,3458.79,3214.92,3439.99,3214.03
-37053056#7,3974640336,430929493,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,40.75377376450252,294.00822725115745,3495.97,3198.36,3458.79,3214.92
-37053056#8,430928761,3974640336,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,20.515421029069994,299.5889983636597,3513.81,3188.23,3495.97,3198.36
-37054066,430938925,423422182,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,200.33411934659082,210.11303585845948,3866.98,3725.73,3767.13,3553.57
-37054132,423416419,423413959,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,177.07167853680536,248.67861419090212,3504.79,3882.5,3351.17,3822.54
-37054319,3340881400,430928663,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,164.1587192527824,198.3443469638495,3624.45,3351.11,3572.84,3195.46
-37055188#0,2513116199,429653979,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,326.2433558965866,264.6509012195013,5147.79,3109.63,4823.22,3079.24
-37055188#1,3974700315,2513116199,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,10.412554921824338,253.42724794467193,5157.77,3112.6,5147.79,3109.63
-37055188#2,6292164276,3974700315,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,202.0563620332808,219.26716605974931,5282.82,3265.56,5157.77,3112.6
-37055188#3,4860226907,6292164276,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,34.48364249901699,224.01304974387077,5306.78,3290.36,5282.82,3265.56
-37055188#4,3974700326,4860226907,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,13.004126268227562,225.4673287840955,5316.05,3299.48,5306.78,3290.36
-37055188#5,4860226903,3974700326,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,19.15647410146219,224.42896462688526,5329.46,3313.16,5316.05,3299.48
-37055188#6,3254769467,4860226903,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,490.75543261226346,240.90689851851866,5746.31,3545.11,5329.46,3313.16
-37055217#0,430951504,7706126188,11,highway.secondary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,177.00744330923797,55.207374971725585,4845.11,3191.98,4989.52,3292.32
-37055563#0,430953262,423429428,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,28.873690446494766,197.74467162505726,4393.71,3318.32,4384.91,3290.82
-37055563#1,5711675675,430953262,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,351.43214875578764,201.0976860536021,4520.19,3646.14,4393.71,3318.32
-37055563#2,431084039,5711675675,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,397.650739080785,201.6138183608616,4666.64,4015.77,4520.19,3646.14
-37055902#0,430912565,430895813,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,138.3743278222666,191.80572535934604,4174.41,3081.78,4146.31,2947.34
-37055902#1,9719060073,430912565,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,100.11156586010908,183.5177607094984,4180.55,3181.66,4174.41,3081.78
-37055902#2,430958141,9719060073,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,63.97534837732435,183.4411398263509,4184.39,3245.52,4180.55,3181.66
-37056002,430959632,430901995,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.7889711756289,182.95699379690038,3794.04,3055.27,3792.62,3027.78
-37066023,431084476,431084283,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,451.9501645064084,243.42190824158882,5208.1,4331.28,4803.93,4129.08
-37088258#0,430895816,429653586,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,10.401735432128325,45.350547642030676,4284.96,2951.21,4292.36,2958.52
-37088258#1,621159240,430895816,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,17.82678041599214,44.522735604557624,4272.46,2938.5,4284.96,2951.21
-37088332#0,3750151724,431332568,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,8.623044705902815,4.189764987939839,4315.16,2833.77,4315.79,2842.37
-37088332#1,3750151718,3750151724,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.963278138436365,3.955047869510338,4311.3,2777.94,4315.16,2833.77
-37088332#2,1663593100,3750151718,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,18.519161614664768,356.87271069944217,4312.29,2759.82,4311.3,2777.94
-37088332#3,431333760,1663593100,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,145.53802573079432,358.13060402535086,4317.02,2614.9,4312.29,2759.82
-37088447#0,9972369475,429478936,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,13.82446302560089,312.95887594836654,3922.94,2309.17,3913.06,2318.37
-37088447#1,9972369493,9972369475,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,208.81367588787495,251.47877160534767,4120.07,2375.21,3922.94,2309.17
-37088447#2,9972369512,9972369493,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,40.74888347266668,254.91636224289346,4159.4,2385.81,4120.07,2375.21
-37088673#0,431336421,2025263890,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,214.03889404181857,256.0132831370012,4529.05,2406.17,4322.13,2354.63
-37088673#1,3974640291,431336421,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,182.40736799304005,229.71903184707816,4667.14,2523.2,4529.05,2406.17
-37640678#0,10936505658,418600282,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,320.4115305330525,306.64454855067333,2543.25,2600.59,2302.12,2779.96
-37640678#1,441267972,10936505658,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,14.529476934838378,298.98183056974057,2555.96,2593.55,2543.25,2600.59
-37640678#2,3340881095,441267972,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,18.463014380105992,293.1211693381854,2572.94,2586.3,2555.96,2593.55
